219;всё;все;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#292.925#293.277
220;сейчас;сейчас;ADV;_;Degree=Pos;_;_;_;@mvs1985m-words#@mvs1985m#293.277#293.631
221;нууу;нууу;INTJ;_;_;_;_;_;@mvs1985m-words#@mvs1985m#293.631#294.075
222;эффект;эффект;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#294.075#294.519
223;разорвавшейся;разорваться;VERB;_;Aspect=Perf|Case=Gen|Gender=Fem|Number=Sing|Tense=Past|VerbForm=Part|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#294.519#294.963
224;бомбы;бомба;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#294.963#295.407
225;просто;просто;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#295.407#295.852
226;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#295.852#296.148
227;от;от;ADP;_;_;_;_;_;@mvs1985m-words#@mvs1985m#296.148#296.444
228;напряжения;напряжение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#296.444#296.74
229;которое;который;PRON;_;Case=Nom;_;_;_;@mvs1985m-words#@mvs1985m#296.74#297.036
230;копилось;копиться;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@mvs1985m-words#@mvs1985m#297.036#297.332
231;всё;весь;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#297.332#297.628
232;это;этот;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#297.628#297.924
233;время;время;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@mvs1985m-words#@mvs1985m#297.924#298.221
234;не;не;PART;_;_;_;_;_;@mvs1985m-words#@mvs1985m#299.936#300.136
235;будет;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@mvs1985m-words#@mvs1985m#300.136#300.336
236;ну;ну;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#11.431#11.723
237;погодите;погодить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#11.723#12.015
238;пока;пока;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#12.015#12.307
239;погодите;погодить;VERB;_;Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#12.307#12.6
240;нет;нет;INTJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#14.989#15.578
241;до;до;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#15.757#16.298
242;двадцать;двадцать;NUM;_;Case=Acc;_;_;_;@emsh1978f-words#@emsh1978f#16.298#16.839
243;четвёртово;четвёртовый;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#16.839#17.38
244;года;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#17.38#17.921
245;можно;можно;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#17.921#18.462
246;сидеть;сидеть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#18.462#19.003
247;иии;иии;СCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#19.003#19.547
248;ну;ну;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#24.242#24.37
249;если;если;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#24.37#24.498
250;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@emsh1978f-words#@emsh1978f#24.498#24.626
251;их;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#24.626#24.754
252;спросите;спросить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=2|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#24.754#24.882
253;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#24.882#25.01
254;скажут;сказать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#25.01#25.138
255;што;что;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#25.138#25.266
256;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#25.266#25.394
257;совершено;совершить;VERB;_;Aspect=Perf|Gender=Neut|Number=Sing|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@emsh1978f-words#@emsh1978f#25.394#25.522
258;не;не;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#25.522#25.65
259;так;так;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#25.65#25.778
260;што;что;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#25.778#25.906
261;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#25.906#26.034
262;них;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#26.034#26.162
263;не;не;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#26.162#26.294
264;...;...;PUNCT;_;_;_;_;_;@emsh1978f-words#@emsh1978f#26.163#26.295
265;что;что;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#27.873#28.159
266;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#28.159#28.445
267;них;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#28.445#28.731
268;ну;ну;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#28.731#29.017
269;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#29.017#29.303
270;как;как;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#29.303#29.589
271;бы;бы;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#29.589#29.875
272;всегда;всегда;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#29.875#30.161
273;страюсь;страться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@emsh1978f-words#@emsh1978f#30.161#30.447
274;смотреть;смотреть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#30.447#30.733
275;на;на;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#30.733#31.019
276;ситуацию;ситуация;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#31.019#31.305
277;с;с;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#31.305#31.591
278;разных;разный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#31.591#31.877
279;точек;точка;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#31.877#32.163
280;зрений;зрение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#32.163#32.449
281;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#32.449#32.735
282;как;как;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#32.735#33.021
283;эт;это;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#33.021#33.307
284;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#33.307#33.593
285;Честертона;Честертон;PROPN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#33.593#33.879
286;сделайте;делать;VERB;_;Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#33.879#34.165
287;такое;такой;DET;_;Case=Acc|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#34.165#34.451
288;выражение;выражение;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#34.451#34.737
289;лица;лицо;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#34.737#35.023
290;как;как;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#35.023#35.309
291;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#35.309#35.595
292;преступника;преступник;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#35.595#35.881
293;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#35.881#36.167
294;потом;потом;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#36.167#36.453
295;подождите;подождать;VERB;_;Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#36.453#36.739
296;какие;какой;DET;_;Case=Nom|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#36.739#37.025
297;мысли;мысль;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#37.025#37.311
298;придут;прийти;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#37.311#37.597
299;к;к;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#37.597#37.883
300;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@emsh1978f-words#@emsh1978f#37.883#38.169
301;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#38.169#38.455
302;голову;голова;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#38.455#38.778
303;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#39.157#39.553
304;знаю;знать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#39.553#39.949
305;примерно;примерно;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#39.949#40.345
306;какие;какой;DET;_;Case=Acc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#40.345#40.741
307;што;что;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#40.741#41.137
308;там;там;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#41.137#41.533
309;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#41.533#41.929
310;головах;голова;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#41.929#42.326
311;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#42.463#42.775
312;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#42.775#43.087
313;преставляю;преставлять;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#43.087#43.399
314;как;как;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#43.399#43.711
315;картина;картина;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#43.711#44.023
316;выглядит;выглядеть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#44.023#44.335
317;оттуда;оттуда;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#44.335#44.647
318;там;там;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#44.647#44.959
319;ж;же;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#44.959#45.271
320;свой;свой;DET;_;Case=Acc|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#45.271#45.583
321;информационый;информационый;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#45.583#45.895
322;пузырь;пузырь;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#45.895#46.207
323;понимаете;понимать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#46.207#46.519
324;поэтому;поэтому;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#46.519#46.831
325;для;для;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#46.831#47.143
326;них;они;PRON;_;Case=Gen|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#47.143#47.455
327;картина;картина;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#47.455#47.767
328;мира;мир;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#47.767#48.079
329;совершено;совершить;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#48.079#48.391
330;может;мочь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#48.391#48.703
331;быть;быть;AUX;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#48.703#49.015
332;другой;другой;ADJ;_;Case=Ins|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#49.015#49.327
333;для;для;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#49.327#49.639
334;тех;тот;DET;_;Case=Gen|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#49.639#49.951
335;кто;кто;PRON;_;Case=Nom;_;_;_;@emsh1978f-words#@emsh1978f#49.951#50.263
336;находится;находиться;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@emsh1978f-words#@emsh1978f#50.263#50.575
337;внутри;внутри;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#50.575#50.887
338;машины;машина;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#50.887#51.199
339;власти;власть;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#51.199#51.536
340;так;так;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#51.81#52.186
341;вот;вот;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#52.186#52.562
342;они;они;PRON;_;Case=Nom|Number=Plur|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#52.562#52.938
343;вам;вы;PRON;_;Case=Dat|Number=Plur|Person=2;_;_;_;@emsh1978f-words#@emsh1978f#52.938#53.314
344;скажут;сказать;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#53.314#53.69
345;што;что;SCONJ  ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#53.69#54.066
346;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#54.066#54.442
347;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#54.442#54.818
348;могучая;могучий;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#54.818#55.194
349;ротация;ротация;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#55.194#55.57
350;обновление;обновление;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#55.57#55.946
351;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#55.946#56.322
352;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#56.322#56.698
353;молодые;молодой;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#56.698#57.074
354;губернаторы;губернатор;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#57.074#57.45
355;прекрасные;прекрасный;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#57.45#57.826
356;наши;наш;DET;_;Case=Nom|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#57.826#58.202
357;ненаглядные;ненаглядный;ADJ;_;Case=Nom|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#58.202#58.578
358;технократы;технократ;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#58.578#58.968
359;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#59.094#59.416
360;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#59.416#59.738
361;конкурс;конкурс;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#59.738#60.06
362;лидеры;лидер;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#60.06#60.382
363;россии;россия;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#60.382#60.704
364;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#60.704#61.026
365;котором;который;PRON;_;Case=Loc;_;_;_;@emsh1978f-words#@emsh1978f#61.026#61.348
366;двести;двести;NUM;_;Case=Nom;_;_;_;@emsh1978f-words#@emsh1978f#61.348#61.67
367;тыщ;тысяча;NOUN;_;Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#61.67#61.992
368;человек;человек;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#61.992#62.314
369;записалась;записать;VERB;_;Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid;_;_;_;@emsh1978f-words#@emsh1978f#62.314#62.636
370;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#62.636#62.958
371;чёт;что-то;PRON;_;Case=Nom;_;_;_;@emsh1978f-words#@emsh1978f#62.958#63.28
372;там;там;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#63.28#63.602
373;прошло;пройти;VERB;_;Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#63.602#63.924
374;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#63.924#64.246
375;даже;даже;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#64.246#64.568
376;кого-то;кто-то;PRON;_;Case=Acc;_;_;_;@emsh1978f-words#@emsh1978f#64.568#64.89
377;назначили;назначить;VERB;_;Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#64.89#65.212
378;заместителем;заместитель;NOUN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#65.212#65.534
379;министра;министр;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#65.534#65.863
380;у;у;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#66.2#66.566
381;нас;мы;PRON;_;Case=Gen|Number=Plur|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#66.566#66.932
382;значт;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#66.932#67.298
383;вот;вот;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#67.298#67.664
384;обученье;обучение;NOUN;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#67.664#68.03
385;будщих;будщий;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#68.03#68.396
386;губернаторов;губернатор;NOUN;_;Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#68.396#68.762
387;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#68.762#69.128
388;ранхигс;ранхигс;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#69.128#69.494
389;плаванье;плавание;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#69.494#69.86
390;на;на;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#69.86#70.226
391;байдарках;байдарка;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#70.226#70.592
392;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#70.592#70.958
393;прочее;прочий;ADJ;_;Case=Nom|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#70.958#71.336
394;значит;значить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#71.463#71.752
395;как;как;SCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#71.752#72.041
396;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#72.041#72.33
397;для;для;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#72.33#72.619
398;протокола;протокол;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#72.619#72.908
399;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#72.908#73.197
400;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#73.197#73.486
401;этом;это;PRON;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#73.486#73.775
402;не;не;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#73.775#74.064
403;участвую;участвовать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#74.064#74.353
404;академия;академия;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#74.353#74.642
405;велика;большой;ADJ;_;Degree=Pos|Gender=Fem|Number=Sing|Variant=Short;_;_;_;@emsh1978f-words#@emsh1978f#74.642#74.931
406;в;в;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#74.931#75.22
407;ней;она;PRON;_;Case=Loc|Gender=Fem|Number=Sing|Person=3;_;_;_;@emsh1978f-words#@emsh1978f#75.22#75.509
408;много;много;ADV;_;Degree=Pos;_;_;_;@emsh1978f-words#@emsh1978f#75.509#75.798
409;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#75.798#76.087
410;всяких;всякий;DET;_;Case=Gen|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#76.087#76.376
411;подразделений;подразделение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#76.376#76.665
412;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@emsh1978f-words#@emsh1978f#76.665#76.954
413;никакого;никакой;DET;_;Case=Gen|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#76.954#77.243
414;отношения;отношение;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@emsh1978f-words#@emsh1978f#77.243#77.532
415;к;к;ADP;_;_;_;_;_;@emsh1978f-words#@emsh1978f#77.532#77.821
416;этим;это;DET;_;Case=Dat|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#77.821#78.11
417;всем;весь;DET;_;Case=Dat|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#78.11#78.399
418;тренингам;тренинг;NOUN;_;Animacy=Inan|Case=Dat|Gender=Masc|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#78.399#78.688
419;иии;и;СCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#78.688#78.977
420;тим;тим;NOUN;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing|Foreign=Yes;_;_;_;@emsh1978f-words#@emsh1978f#78.977#79.266
421;билдингам;билдинг;NOUN;_;Animacy=Inan|Case=Dat|Gender=Neut|Number=Plur|Foreign=Yes;_;_;_;@emsh1978f-words#@emsh1978f#79.266#79.555
422;и;и;CCONJ;_;_;_;_;_;@emsh1978f-words#@emsh1978f#79.555#79.844
423;прочим;прочий;ADJ;_;Case=Dat|Degree=Pos|Number=Plur;_;_;_;@emsh1978f-words#@emsh1978f#79.844#80.133
424;не;не;PART;_;_;_;_;_;@emsh1978f-words#@emsh1978f#80.133#80.422
425;имею;иметь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@emsh1978f-words#@emsh1978f#80.422#80.726
